ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID
HSA-MIR-513B-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-514A-3P,miRNA,TOPOTECAN,DB01030,60699
HSA-MIR-514A-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-514A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-514A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-514A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-514A-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-515-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-515-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-515-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-515-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-515-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-515-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-516A-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-516A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-516A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-516B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-516B-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-516B-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-516B-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-517A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-517A-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-517A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-517A-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-517A-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-517A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-517A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-517A-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-517B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-517B-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-517B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-517B-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-517B-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-517B-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-517B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-517B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-517C-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-517C-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-517C-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-517C-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-517C-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-518B,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-518B,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-518B,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-518B,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-518B,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-518B,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-518C-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-518C-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-518D-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-518D-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-518D-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-518D-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-518E-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-518E-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-518E-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-518F-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-518F-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-518F-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-518F-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-518F-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-518F-3P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-518F-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-518F-3P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-518F-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-518F-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-519B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-519B-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-519B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-519B-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-519B-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-519B-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-519C-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-519C-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-519C-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-519C-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-519C-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-519D-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-519D-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-519D-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-519D-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-519D-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-519D-3P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-519E-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-519E-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-519E-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-520A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-520A-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-520A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-520A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-520A-3P,miRNA,CAPSAICIN,DB06774,1548943
HSA-MIR-520A-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-520A-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-520A-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-520A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-520A-3P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-520A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-520A-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-520B-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-520B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-520B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-520B-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-520B-3P,miRNA,AXITINIB,DB06626,6450551
HSA-MIR-520B-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-520B-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-520B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-520C-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-520C-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-520C-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-520C-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-520D-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-520D-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-520D-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-520D-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-520D-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-520D-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-520E-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-520E-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-520E-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-520E-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-520E-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-520F-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-520F-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-520G-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-520G-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-520G-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-520G-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-520G-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-520G-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-520G-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-521,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-521,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-522-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-522-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-522-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-522-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-522-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-522-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-523-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-523-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-523-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-523-3P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-524-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-524-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-525-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-525-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-525-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-525-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-525-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-526A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-526B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-526B-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-526B-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-526B-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-532-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-532-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-532-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-532-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-532-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-532-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-532-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-532-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-532-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-532-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-532-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-532-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-532-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-532-5P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-532-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-539-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-539-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-539-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-539-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-539-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-541-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-541-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-542-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-542-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-542-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-542-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-542-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-542-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-542-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-542-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-542-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-542-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-542-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-542-5P,miRNA,TAXANE,NA,9548828
HSA-MIR-542-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-542-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-542-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-542-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-542-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-542-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-542-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-542-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-542-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-542-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-542-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-542-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-543,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-543,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-543,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-543,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-543,miRNA,RUXOLITINIB,DB08877,25126798
HSA-MIR-543,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-544A,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-545-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-545-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-545-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-545-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-545-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-545-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-548A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-548A-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-548A-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-548A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-548B-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-548B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-548B-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-548B-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-548C-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-548D-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-548D-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-548D-3P,miRNA,JQ1,DB17021,46907787
HSA-MIR-548D-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-548D-5P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-548D-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-548D-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-548D-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-548D-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-548E-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-548E-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-548E-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-548F-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-548F-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-548F-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-548H-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-548I,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-548I,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-548J-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-548K,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-548L,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-548M,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-548O-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-548O-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-548Q,miRNA,PLATINUM,DB12257,23939
HSA-MIR-548Q,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-548Q,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-548Q,miRNA,IMATINIB,DB00619,5291
HSA-MIR-548Q,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-549A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-549A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-549A-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-549A-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-550A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-550A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-550A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-550A-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-550A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-551A,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-551A,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-551A,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-551A,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-551B-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-551B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-551B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-551B-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-551B-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-551B-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-551B-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-551B-3P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-551B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-551B-3P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-551B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-553,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-553,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-553,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-554,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-554,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-554,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-554,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-554,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-555,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-555,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-556-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-556-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-556-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-556-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-556-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-556-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-556-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-556-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-557,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-557,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-557,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-557,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-557,miRNA,PLATINUM,DB12257,23939
HSA-MIR-557,miRNA,IMATINIB,DB00619,5291
HSA-MIR-558,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-558,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-559,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-561-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-561-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-561-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-562,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-562,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-563,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-563,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-563,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-563,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-564,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-564,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-564,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-564,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-564,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-567,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-567,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-568,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-568,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-568,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-568,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-569,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-569,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-569,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-569,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-570-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-570-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-571,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-571,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-572,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-572,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-572,miRNA,PLATINUM,DB12257,23939
HSA-MIR-572,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-572,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-572,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-572,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-572,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-573,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-573,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-573,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-574-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-574-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-574-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-574-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-574-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-574-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-574-3P,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-574-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-574-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-574-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-574-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-574-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-574-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-574-5P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-574-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-574-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-574-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-576-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-576-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-576-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-576-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-576-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-576-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-576-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-576-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-576-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-576-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-577,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-577,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-577,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-577,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-577,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-577,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-578,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-578,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-579-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-579-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-579-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-579-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-579-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-580-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-580-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-580-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-580-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-581,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-581,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-581,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-581,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-582-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-582-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-582-3P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-582-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-582-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-582-5P,miRNA,VERAPAMIL,DB00661,2520
